D_COD_CLIENTE	D_FANTASIA	D_RAZAO_SOCIAL	D_ENDERECO	D_GEOPOLITICO	D_DOCUMENTO	D_COD_PRODUTO	D_DESCRICAO	M_QUANTIDADE
7655	CASA SOUSA	M G M DE SOUZA ME	RUA OLÍVIA PAIXÃO DA SILVA, 1167	JARDIM FLORESTA                         	9433	504	EXPOSITOR DE GARRAFAO 18X1              	1
12005	COMERCIAL CESAR	M EUDA DA SILVA ME	RUA ANTONIO FERREIRA, 177	SAO BENTO                               	537286-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
2721	GELO MACUXI	LUIZ DANIEL NETO & CIA LTDA ME	AV. BENTO BRASIL, 568	CALUNGA                                 	180360	504	EXPOSITOR DE GARRAFAO 18X1              	1
8815	MERCANTIL ISRAEL	LUCINEL ISRAEL DA SILVA	RUA Z-2 , 9456	DR.SILVIO LEITE                         	88151	504	EXPOSITOR DE GARRAFAO 18X1              	1
7647	SUPER ESTRELA	LUCIANA CORREA D PAULA OLIVEIRA	RUA ESTRELA DALVA	RAIAR DO SOL                            	261456	5311	REFRIG.VERT. 509L PORTA VIDRO           	1
77	FRUTARIA WL	LIVIA MARIA N DE S TERTO EPP	RUA MANOEL FELIPE, 2315	ASA BRANCA                              	9686	504	EXPOSITOR DE GARRAFAO 18X1              	1
1849	MERCEARIA E DIST.SAO FRANCISCO	LEODALMO DIAS DOS SANTOS	RUA JOÃO PESSOA, 950	NOVA CIDADE                             	9429	5155	EXPOSITOR DE GARRAFAO 12X1              	1
6424	FORTE GÁS	LAECIO FREITAS RIBEIRO	AV. FELINTO BARBOSA MONTEIRO, 1460	SANTA LUZIA                             	192700	504	EXPOSITOR DE GARRAFAO 18X1              	1
12282	DISTRIBUIDORA LL	L. S. COSTA - ME 	RUA EXPEDITO FRANCISCO DA SILVA, 1692	ALVORADA                                	540110-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
14040	SUPERMERCADO SARAIVA	L. J. T. SARAIVA EIRELI-ME	AV. PRINCESA ISABEL, 4000	SANTA TEREZA                            	613943-1	5311	REFRIG.VERT. 509L PORTA VIDRO           	1
14040	SUPERMERCADO SARAIVA	L. J. T. SARAIVA EIRELI-ME	AV. PRINCESA ISABEL, 4000	SANTA TEREZA                            	613943-1	5311	REFRIG.VERT. 509L PORTA VIDRO           	1
4254	VERDURÃO PAULISTA	L A DE ALMEIDA	AV. VENEZUELA, 1625	LIBERDADE                               	2014254	5155	EXPOSITOR DE GARRAFAO 12X1              	1
291	AUTO POSTO CANARINHO	KOTINSKI E CIA LTDA	AV. VILLE ROY, 5002	SAO FRANCISCO                           	15726	5155	EXPOSITOR DE GARRAFAO 12X1              	1
7631	COMERCIAL DISTRIB. BOA OPÇÃO	K. P. LEITE-ME	AV. CENTENÁRIO, 1977	CENTENARIO                              	276430	504	EXPOSITOR DE GARRAFAO 18X1              	1
6096	MERCANTIL MATIAS	JOÃO DIVINO MATIAS-ME	RUA JOSÉ ALEIXO, 904	BURITIS                                 	296189	504	EXPOSITOR DE GARRAFAO 18X1              	1
9213	COMERCIAL BRANDÃO	JOÃO BATISTA VASCONCELOS BRANDÃO	RUA IZIDIO GALDINO DA SILVA, S/N	SEN.HELIO CAMPOS                        	478390-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
5758	GELO MANIA	JOSÉ DE ALCANTARA LEOCÁDIO VIANA	ALAMEDA DOS BAMBUS, 39	PRICUMA                                 	187231	5155	EXPOSITOR DE GARRAFAO 12X1              	1
6409	O DE CASA 2	JOSIVAL DINIZ LIMA	AV. CAMPO GRANDE, 625	NOVA CIDADE                             	9025	5155	EXPOSITOR DE GARRAFAO 12X1              	1
9104	DISTRIBUIDORA SKINA GELADA	JOSE TOMAZ PEREIRA -ME	RUA PC RAIMUNDO RODRIGUES COELHO, 645	DR.SILVIO BOTELHO                       	91041	5155	EXPOSITOR DE GARRAFAO 12X1              	1
2102	MERCANTIL JK	JOSE TAVARES DIAS ME	AV. CARLOS PEREIRA DE MELO, 2334	JARDIM FLORESTA                         	2012102	5155	EXPOSITOR DE GARRAFAO 12X1              	1
12317	DIST BAR SAO JOSE	JOSE PEREIRA GOMES 323.321.902-44	AV. BELO HORIZONTE, 1349	NOVA CIDADE                             	562206-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
8532	QUARTEIRÃO DO PEIXE	JOSE PATROCINIO CRUZ	RUA ESTRELA DALVA,1650	RAIAR DO SOL                            	306156	504	EXPOSITOR DE GARRAFAO 18X1              	1
14516	AÇOUGUE CARNE DE SOL	JOSE NUNES MARQUES PIMENTA FILHO 51015196268 	RUA EXPEDITO F SILVA, SN	ALVORADA                                	630264-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
3875	SUPERMERCADO PONTO DA ECONOMIA	JOSE HILTON DOS SANTOS VASCONCELOS	RUA JOSÉ FRANCISCO, 221	JOQUEI CLUBE                            	46158	5155	EXPOSITOR DE GARRAFAO 12X1              	1
2049	COMERC. SOUZA	JOSE FERNANDES DE SOUZA ME	AV. MANOEL FELIPE, 2056	ASA BRANCA                              	2012049	5155	EXPOSITOR DE GARRAFAO 12X1              	1
1266	CASA AMARELA	JONHARA R. DA SILVA	RUA CECÍLIA BRASIL, 151	CAETANO FILHO                           	201266	504	EXPOSITOR DE GARRAFAO 18X1              	1
12385	MERCANTIL GALVAO	JOAO GALVAO PINTO ME	AV. ANTONIA CORREA LIRA, 215	OLIMPICO                                	614584-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
506	TOCANTINS 2	JOAO EVANGELISTA F. DE SOUSA	RUA ALFREDO CRUZ	CENTRO                                  	66943	504	EXPOSITOR DE GARRAFAO 18X1              	1
5579	CONVENIÊNCIA POSTO FORTE	JOAO EVANGELISTA DE LIMA	AV. GENERAL ATAÍDE TEIVE, 4412	CAIMBE                                  	2015579	504	EXPOSITOR DE GARRAFAO 18X1              	1
615	DISTRIBUIDORA JCAF	JCAF COM. REP. IMP. EXP. LTDA EPP	RUA PAULO COELHO, 882	SAO VICENTE                             	2010615	504	EXPOSITOR DE GARRAFAO 18X1              	1
523	GELO PEIXE	JACILENE PEREIRA DE SOUZA-ME	AV. VENEZUELA, 763	PRICUMA                                 	278593	5155	EXPOSITOR DE GARRAFAO 12X1              	1
523	GELO PEIXE	JACILENE PEREIRA DE SOUZA-ME	AV. VENEZUELA, 763	PRICUMA                                 	151472	5311	REFRIG.VERT. 509L PORTA VIDRO           	1
256	MERCANTIL ZÉ FILHO	J. FRAN SANTOS VERAS-ME	RUA MARIA DE LOURDES COIMBRA, 552	CALUNGA                                 	537967-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
256	MERCANTIL ZÉ FILHO	J. FRAN SANTOS VERAS-ME	RUA MARIA DE LOURDES COIMBRA, 552	CALUNGA                                 	9440	5155	EXPOSITOR DE GARRAFAO 12X1              	1
562	CONVENIÊNCIA POSTO CAÇARI	J. F. COMERCIO REP. E SERVICOS	AV. VILLE ROY, 2558	CACARI                                  	12378	504	EXPOSITOR DE GARRAFAO 18X1              	2
936	MERCEARIA SÃO JORGE	J. DA SILVA AGUIAR	AV. MANOEL FELIPE, 159	BURITIS                                 	2006936	5155	EXPOSITOR DE GARRAFAO 12X1              	1
3210	AGROPECUÁRIA BOLÍVA	J. D. S. SOBRINHO ME	RUA SÃO SEBASTIÃO, 1012	ASA BRANCA                              	9428	5155	EXPOSITOR DE GARRAFAO 12X1              	1
561	SUPERMERCADO PERES	J. D. DOS SANTOS PERES	AV. MÁRIO HOMEM DE MELO, 5599	TANCREDO NEVES                          	16770	5155	EXPOSITOR DE GARRAFAO 12X1              	1
561	SUPERMERCADO PERES	J. D. DOS SANTOS PERES	AV. MÁRIO HOMEM DE MELO, 5599	TANCREDO NEVES                          	476251-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
939	DISTRIBUIDORA RODOVIÁRIA	J. C. COELHO ME	AV. DAS GUIANAS, 1490	SAO VICENTE                             	2010939	504	EXPOSITOR DE GARRAFAO 18X1              	1
6664	MERCANOSSO	I JORGE SOBRINHO	RUA LAURA PINHEIRO MAIA, 1799	SEN.HELIO CAMPOS                        	192705	5155	EXPOSITOR DE GARRAFAO 12X1              	1
1217	MERCANTIL MATEUS	HELEN SILVANE PERES LOPES	RUA COLIBRI, 406	SAO BENTO                               	293328	5155	EXPOSITOR DE GARRAFAO 12X1              	1
7570	DISK GÁS ÁGUA NOBERTO	GRAVATA COMERCIO E SERV.LTDA	AV. GETÚLIO VARGAS, 7887	SAO VICENTE                             	261453	504	EXPOSITOR DE GARRAFAO 18X1              	1
7570	DISK GÁS ÁGUA NOBERTO	GRAVATA COMERCIO E SERV.LTDA	AV. GETÚLIO VARGAS, 7887	SAO VICENTE                             	261461	5155	EXPOSITOR DE GARRAFAO 12X1              	1
2762	PANIFICADORA NOSSA KASA	G. S. DA SILVA JUNIOR ME	AV. AMAZONAS, 655	BAIRRO DOS ESTADOS                      	565217-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
10319	ALTAS HORAS DISTRIBUIDORA	G M COMERCIO LTDA ME - ME	AV.PRINCESA IZABEL, 3433	TANCREDO NEVES                          	103191	504	EXPOSITOR DE GARRAFAO 18X1              	1
4613	SUPER FRILLER	FRILLER BRASIL ALIMENTOS LTDA	AV. CENTENÁRIO, 737	CENTENARIO                              	2010461	504	EXPOSITOR DE GARRAFAO 18X1              	1
938	SUPERMERCADO FREIRE 	FREIRE E CIA LTDA	AV. VILLE ROY, 1018	SAO PEDRO                               	2010938	504	EXPOSITOR DE GARRAFAO 18X1              	2
8440	DIST AYMEE	FRANCIVALDO NASCIMENTO SOUZA	RUA REGINALDO NEVES,1594	JARDIM FLORESTA                         	272644	504	EXPOSITOR DE GARRAFAO 18X1              	1
963	CASA SOUZA	FRANCISCO RIBEIRO DE SOUZA-ME	RUA MAJOR CARLOS MARDEL, 566	31 DE MARCO                             	15707	5155	EXPOSITOR DE GARRAFAO 12X1              	1
963	CASA SOUZA	FRANCISCO RIBEIRO DE SOUZA-ME	RUA MAJOR CARLOS MARDEL, 566	31 DE MARCO                             	517744-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
4630	S.O.S GÁS	FRANCISCO PEREIRA COSTA - ME	RUA LAURA PINHEIRO MAIA, 1235	PINTOLANDIA                             	149862	5155	EXPOSITOR DE GARRAFAO 12X1              	1
4129	MERCADINHO LUCAS	FRANCISCO MANOEL ARAUJO	RUA DOS ASTROS, 488	RAIAR DO SOL                            	531112-1	5311	REFRIG.VERT. 509L PORTA VIDRO           	1
12497	DIST WWF	FRANCISCO GREGORIO DE PINHO PORTUGAL 25524887300	RUA IZIDIO GALDINO, 3098	SEN.HELIO CAMPOS                        	624773-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
6458	FRUTARIA 3D	FRANCISCO ANTONIO DE SOUZA	AV. PRINCESA ISABEL, 3078	TANCREDO NEVES                          	562207-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
9088	POINT  DA GELADA	FRANCISCO A. A. BEZERRA ME	AV. VIA DAS FLORES, 1721	PRICUMA                                 	492941-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
1349	MERCANTIL NATAN	FRANCISCA OLIVEIRA DA SILVA	RUA SÃO PEDRO, 155	CINTURAO VERDE                          	2011349	504	EXPOSITOR DE GARRAFAO 18X1              	1
1192	DISTRIBUIDORA DO TONHO	FRANCISCA ALVES DA SILVA	RUA SOLÓN RODRIGUES PESSOA, 1169	PINTOLANDIA                             	11921	5155	EXPOSITOR DE GARRAFAO 12X1              	1
436	FRUTARIA E MERCADO PONTO CERTO	FRANCINELMA RIBEIRO NASCIMENTO	RUA RIO SÃO FRANCISCO, 440-A	BELA VISTA                              	60814	5155	EXPOSITOR DE GARRAFAO 12X1              	1
10390	DIST FREEGELO	FOX SERVICOS E COMERCIO LTDA	RUA RAIO SOLAR, 75	JOQUEI CLUBE                            	551092-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
6986	COMERCIAL ARACÉLIS	FLÁVIO SILVA DOS SANTOS	AV. RIO BRANCO, 412	ARACELI                                 	493225-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
8856	CASA DE CARNE GAUCHA	FH MARTINS DE SOUZA-ME	RUA GUANABARA, 414	JOQUEI CLUBE                            	298419	504	EXPOSITOR DE GARRAFAO 18X1              	1
2538	MERCEARIA FERREIRA 	FERREIRA E SOUZA LTDA ME	RUA CB PM LAURINDO DE A. BRAGA, 1000	CARANA                                  	120769	504	EXPOSITOR DE GARRAFAO 18X1              	1
525	KI GELO	FATIMA N. PINHEIRO	AV. GENERAL ATAÍDE TEIVE, 3609	BURITIS                                 	20231	504	EXPOSITOR DE GARRAFAO 18X1              	1
10115	RORAIPEIXE	FABRICIO DA SILVA HOLANDA	AV. SÃO SEBASTIÃO, 2047	SANTA TEREZA                            	528416-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
10818	CONVENIÊNCIA MILHOMEM	FABIO MILHOMEM DE MORAIS	AV.PRINCESA ISABEL, 1214	JARDIM FLORESTA                         	108181	504	EXPOSITOR DE GARRAFAO 18X1              	1
1043	SHOPPING FORTALEZA	F. VICTOR MACHADO	AV. JAIME BRASIL, 168	CENTRO                                  	15717	504	EXPOSITOR DE GARRAFAO 18X1              	1
1718	COMÉRCIO MAURÍCIO	F. M. ROCHA FILHO ME	AV. MÁRIO HOMEM DE MELO, 3460	LIBERDADE                               	296989	504	EXPOSITOR DE GARRAFAO 18X1              	1
2344	DISTRIBUIDORA SANTA LUZIA	F. E. FERREIRA BARROS ME	RUA SOLÓN RODRIGUES PESSOA, 1703	SANTA LUZIA                             	37836	504	EXPOSITOR DE GARRAFAO 18X1              	1
838	MERCEARIA ÁGUIA	F. DE SA SOUSA	RUA FRANCISCO ANACLETO DA SILVA,987	DR.SILVIO LEITE                         	187227	5155	EXPOSITOR DE GARRAFAO 12X1              	1
5506	F.M.I DISTRIBIDORA	F. DAS CHAGAS DA SILVA MENDES-ME	RUA JAIRO DE ANDRADE LIMA, 354	CAMBARA                                 	537287-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
10265	POSTO NOSSA SENHORA DE NAZARÉ	F. B. BENDAHAM - EPP	AV. BRIGADEIRO EDUARDO GOMES, 3803	MECEJANA                                	102651	504	EXPOSITOR DE GARRAFAO 18X1              	1
10675	COMERCIAL DESTAK	F SILVA SOUSA PEREIRA ME	RUA Z3	SAO BENTO                               	482089-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
11355	DIST.COMERCIO BEM TE VI	EVANIA DA SILVA CORDEIRO	AV. ATAIDE TEIVE, 8415	ALVORADA                                	537288-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
10919	DIST.TAINA	ERISVANE FERREIRA ANDRADE 96198591204	AV. SANTO ANTONIO, 805	JARDIM EQUATORIAL                       	537966-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
927	MERCA BOX	EMITERIO NERI DE AGUIAR	AV. PRINCESA ISABEL, S/N	JARDIM FLORESTA                         	538665-1	5311	REFRIG.VERT. 509L PORTA VIDRO           	1
8172	DISTRIBUIDORA SILVA	ELIVAN SOUZA SILVA	AV. BRILHO DO SOL,1281	BELA VISTA                              	298717	5155	EXPOSITOR DE GARRAFAO 12X1              	1
14409	COMERCIAL JD	ELIAS DA SILVA PEREIRA ME	RUA MOACIR SILVA MOTA, 1982	TANCREDO NEVES                          	632026-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
12190	DIST SATELITE	ELIA MIRANDA SOUZA DANTAS 32313241220 	AV. SEBASTIAO CORREIA LIRA, 427	CIDADE SATELITE                         	535749-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
7516	MERCANTIL REAL	ELDA CAMILO MACUXI ME	RUA CURIO, 223	SAO BENTO                               	644455-1	5311	REFRIG.VERT. 509L PORTA VIDRO           	1
7516	MERCANTIL REAL	ELDA CAMILO MACUXI ME	RUA CURIO, 223	SAO BENTO                               	496645-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
1200	COMERCIAL EDUARDO	EDIMAR SOUSA SOARES	RUA COLIBRI, 292	SAO BENTO                               	9706	504	EXPOSITOR DE GARRAFAO 18X1              	1
7686	DIST REIS	E. DOS REIS PEREIRA ME 	AV. PRINCESA ISABEL, 3623	SANTA TEREZA                            	76861	504	EXPOSITOR DE GARRAFAO 18X1              	1
555	SUPERMERCADO SÃO JORGE	E. DA SILVA AGUIAR - ME	AV. CARLOS PEREIRA DE MELO, 3510	CARANA                                  	649603-1	5311	REFRIG.VERT. 509L PORTA VIDRO           	1
555	SUPERMERCADO SÃO JORGE	E. DA SILVA AGUIAR - ME	AV. CARLOS PEREIRA DE MELO, 3510	CARANA                                  	246138	5311	REFRIG.VERT. 509L PORTA VIDRO           	1
555	SUPERMERCADO SÃO JORGE	E. DA SILVA AGUIAR - ME	AV. CARLOS PEREIRA DE MELO, 3510	CARANA                                  	649603-1	5311	REFRIG.VERT. 509L PORTA VIDRO           	1
9113	MERCANTIL ESQUINÃO	E. B. DA SILVA- ME	RUA FRANCISCO ANACLETO SILVA, 1827	ALVORADA                                	511658-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
11586	COMERCIAL EDUARDO	E S SOARES ME	RUA COLIBRI, 292	SAO BENTO                               	497696-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
12846	TOP DISTRIBUIDORA 	E PEREIRA DA SILVA - ME 	AV. TERESA MACIEL, 18	CIDADE SATELITE                         	562208-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
12351	MER NOVO PROGRESSO	E DE SOUSA DO NASCIMENTO ME	RUA LAURA PINHEIRO MAIA, 2995	SEN.HELIO CAMPOS                        	551091-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
504	DROGARIA TOCANTINS 1	DROGARIA TOCANTINS LTDA	AV. SANTOS DUMONT	APARECIDA                               	2010504	5219	EXPOSITOR DE GARRAFAO 6X1               	2
504	DROGARIA TOCANTINS 1	DROGARIA TOCANTINS LTDA	AV. SANTOS DUMONT	APARECIDA                               	152680	5311	REFRIG.VERT. 509L PORTA VIDRO           	1
504	DROGARIA TOCANTINS 1	DROGARIA TOCANTINS LTDA	AV. SANTOS DUMONT	APARECIDA                               	107042	504	EXPOSITOR DE GARRAFAO 18X1              	1
937	DISTRIBUIDORA KANTO A	DISTRIBUIDORA DE BEBIDAS SIMONE LTDA	AV. DAS GUIANAS, 1442	SAO VICENTE                             	2010937	504	EXPOSITOR DE GARRAFAO 18X1              	1
6282	SUPERMECADO LELES 	DISTRIBUIDORA BRASIL NORTE LTDA EPP	AV. MANOEL FELIPE, 2056	ASA BRANCA                              	174804	504	EXPOSITOR DE GARRAFAO 18X1              	1
1409	PANIFICADORA E CONFEIT. MAIA	DEUSINE PEREIRA MAIA-ME	RUA MOISÉS TEXEIRA HAUSEN, 118	CARANA                                  	458316-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
4434	MERCEARIA FK	DENILVA VIEIRA DA SILVA	RUA CARLOS PEREIRA DE MELO, 2154	JARDIM FLORESTA                         	65098	504	EXPOSITOR DE GARRAFAO 18X1              	1
7320	MERCEARIA CARONI	DARKSON FABBRICIO CARVALHO	AV. CARLOS PEREIRA DE MELO, 2260	JARDIM FLORESTA                         	9452	5155	EXPOSITOR DE GARRAFAO 12X1              	1
459	DIST. FORT FRIOS	D. S. SANTOS-ME	AV. DOM APARECIDO, 937	CIDADE SATELITE                         	84210	5155	EXPOSITOR DE GARRAFAO 12X1              	1
3102	SHOP AUTO POSTO	D. R. LIMA ME	AV. MAJOR WILLIANS, 1639 SALA-A	CENTRO                                  	23026	5155	EXPOSITOR DE GARRAFAO 12X1              	1
3529	SUPERMERCADO MORADA NOVA	CUNHA E MAIA COMERCIO E SERVICOS LTDA ME	AV. GENERAL ATAÍDE TEIVE, 9395	JARDIM EQUATORIAL                       	2013529	5155	EXPOSITOR DE GARRAFAO 12X1              	1
9449	AUTO POSTO IPIRANGA 	CRX COMERCIO LTDA	RUA DR. PAULO COELHO PEREIRA, 799	SAO VICENTE                             	94491	504	EXPOSITOR DE GARRAFAO 18X1              	1
11450	CHAO DE BRASA ESPETARIA E CHOP	CREUZA TUNU PESSOA - EIRELI - ME	AV. VILLE ROY, 6911	CENTRO                                  	478618-1	5311	REFRIG.VERT. 509L PORTA VIDRO           	1
4496	MERCEARIA ALVES	CONCEICAO FRANCO VILA REAL	RUA ARGENTINA, 1491	CAUAME                                  	9705	504	EXPOSITOR DE GARRAFAO 18X1              	1
1120	COMERCIAL PONTO CHIQUE	COMERCIAL PONTO CHIQUE LTDA - ME	AV. GENERAL ATAÍDE TEIVE, 5493 SALA13/14	CAMBARA                                 	2011120	504	EXPOSITOR DE GARRAFAO 18X1              	1
1120	COMERCIAL PONTO CHIQUE	COMERCIAL PONTO CHIQUE LTDA - ME	AV. GENERAL ATAÍDE TEIVE, 5493 SALA13/14	CAMBARA                                 	16775	504	EXPOSITOR DE GARRAFAO 18X1              	1
691	COMER. NOVO MILENIO	COMERCIAL NOVO MILENIO LTDA	AV. GENERAL ATAÍDE TEIVE, 3623	BURITIS                                 	20239	5155	EXPOSITOR DE GARRAFAO 12X1              	1
318	SUPERMERCADO GABRIELLE 2	COMERCIAL GABRIELLE LTDA	RUA VALDEMAR COELHO AGUIAR, 227	CARANA                                  	16768	504	EXPOSITOR DE GARRAFAO 18X1              	1
8730	CASA DE CARNE BOA AVENTURA	COMERCIAL FERREIRA LTDA- ME	AV. TV DOS MACUXIS,3887	JARDIM EQUATORIAL                       	87301	504	EXPOSITOR DE GARRAFAO 18X1              	1
9549	COMERCIAL FELIX	COMERCIAL FELIX - EIRELI - ME	RUA CAPITÃO CLOVIS DA COSTA, 1521	SAO BENTO                               	498032-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
632	SUPER PREÇO	COMERCIAL BOULEVARD LTDA	AV. CAPITÃO JÚLIO BEZERRA, 1772B	APARECIDA                               	2006632	504	EXPOSITOR DE GARRAFAO 18X1              	1
5143	COMERCIAL AMIGÃO	COMERCIAL AMIGÃO LTDA - ME	RUA RIO AMAZONAS, 499	BELA VISTA                              	2015143	5155	EXPOSITOR DE GARRAFAO 12X1              	1
5143	COMERCIAL AMIGÃO	COMERCIAL AMIGÃO LTDA - ME	RUA RIO AMAZONAS, 499	BELA VISTA                              	155049	5311	REFRIG.VERT. 509L PORTA VIDRO           	1
14226	DELIVERY 02	CLEOMAR AIRES PEREIRA EIRELI-ME	ROD RR 205, 4863 B	CIDADE SATELITE                         	620237-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
1494	CASA SANTA RITA	CELSA M. DE SOUZA-ME	AV. CARLOS PEREIRA DE MELO, 2320	JARDIM FLORESTA                         	14941	504	EXPOSITOR DE GARRAFAO 18X1              	1
7376	SUPER MAIS 	CARMO E CARMO LTDA EPP	RUA SILVER, 182	JOQUEI CLUBE                            	9464	5155	EXPOSITOR DE GARRAFAO 12X1              	1
2884	MIX MANIA CONV.	CARLOS RANNIERE DE MAGALHAES ARAUJO	AV. CARLOS PEREIRA DE MELO, N. 2047	CAIMBE                                  	237398	504	EXPOSITOR DE GARRAFAO 18X1              	1
8948	COMERCIAL ALFA	CARLOS NETO OLIVEIRA SOUZA	RUA ROSA OLIVEIRA ARAÚJO, 1247	PINTOLANDIA                             	476478-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
849	MERCANTIL E ACOUGUE DINHO	CARLIANE NUNES - ME	RUA SEBASTIÃO ARI PAIVA, 339	ALVORADA                                	86171	5219	EXPOSITOR DE GARRAFAO 6X1               	1
14291	MIX MANIA 03	C E M ARAUJO ME	AV. VILLE ROY, 7616	SAO VICENTE                             	620218-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
8821	MIX MANIA	C E M ARAUJO	AV. CAPITAO ENE GARCEZ, 555	CENTRO                                  	88211	5155	EXPOSITOR DE GARRAFAO 12X1              	1
6490	COMERCIAL MOURA	C DE OLIVEIRA MOURA ME	RUA LAURA PINHEIRO MAIA, 2398	SANTA LUZIA                             	29685	504	EXPOSITOR DE GARRAFAO 18X1              	1
7990	UNIVERSIDADE FEDERAL	BUENO CIA LTDA ME	AV. ENE GARCEZ, S/N	AEROPORTO                               	505537-1	5311	REFRIG.VERT. 509L PORTA VIDRO           	1
1025	DISTRIBUIDORA DE BEBIDA SANDES	BRUNO SANDES DA SILVA	AV. GENERAL ATAÍDE TEIVE, 6693	NOVA CANAA                              	16778	5155	EXPOSITOR DE GARRAFAO 12X1              	1
4278	MÁXIMO SUPERMECADO	BRAZ E MATEUS LTDA EPP	RUA JOSÉ CARLOS DOS PRAZERES, 180	CARANA                                  	168032	504	EXPOSITOR DE GARRAFAO 18X1              	1
950	BOA VISTA PEIXE	BOA VISTA PEIXES LTDA	AV. CAPITÃO JÚLIO BEZERRA S/N	SAO FRANCISCO                           	15725	504	EXPOSITOR DE GARRAFAO 18X1              	1
7312	PANIF.E MERC.GARÇA BRANCA	BERNARDINO SIRQUEIRA	RUA DOM APARECIDO DO JOSÉ DIAS,1466	CIDADE SATELITE                         	9431	5155	EXPOSITOR DE GARRAFAO 12X1              	1
11552	SUPER LB	BARROSO & BARROSO LTDA - ME	RUA ANTONIO MUTRAN PARACAT, 76	JOQUEI CLUBE                            	507416-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
11231	MERCADINHO MIGUEL	B. T. F. BANANEIRA - ME	RUA DONA MARIA CARNEIRO, 717	CINTURAO VERDE                          	619072-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
11501	BORA VER DISTRIBUIDORA	B. S. DE OLIVEIRA LIMA - ME	RUA FELINTO BARBOSA MONTEIRO, 933	SEN.HELIO CAMPOS                        	482087-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
1807	SUPER ROCHA	B. M. CABRAL	RUA PEDRO ALDEMAR BANTIM, 1726	DR.SILVIO BOTELHO                       	604163-1	5155	EXPOSITOR DE GARRAFAO 12X1              	1
5166	AUTO POSTO SÃO PEDRO	B B PETROLEO LTDA	AV. MAJOR WILLIANS, 436	SAO PEDRO                               	261458	5155	EXPOSITOR DE GARRAFAO 12X1              	1
8026	DELIVERY CONVENIÊNCIA	AV CAVALCANTE BARBALHO ME	AV. VENEZUELA, S/N	MECEJANA                                	252117	504	EXPOSITOR DE GARRAFAO 18X1              	1
7984	AUTO POSTO SANTO ANTONIO	AUTO POSTO SANTO ANTONIO LTDA EPP	ALFREDO CRUZ,61	CENTRO                                  	9714	504	EXPOSITOR DE GARRAFAO 18X1              	1
559	POSTO SANTA ISABEL	AUTO POSTO SANTA ISABEL LTDA.	AV. PRINCESA ISABEL, 3922	SANTA TEREZA                            	2010559	504	EXPOSITOR DE GARRAFAO 18X1              	1
8906	AUTO POSTO NACIONAL	AUTO POSTO NACIONAL E COMERCIO LTDA-ME	RUA LOURIVAL COIMBRA, 2120	PINTOLANDIA                             	297961	504	EXPOSITOR DE GARRAFAO 18X1              	2
11702	BOPEL	AUTO POSTO NACIONAL E COMERCIO LTDA EPP	AV. MARIO HOMEM DE MELO, 2985	LIBERDADE                               	496646-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
324	AUTO POSTO CINCO ESTRELAS	AUTO POSTO CINCO ESTRELAS LTDA	AV. VILLE ROY, 7616	SAO VICENTE                             	26190	504	EXPOSITOR DE GARRAFAO 18X1              	1
11109	AUTO POSTO BRASIL 2	AUTO POSTO BRASIL E COMERCIO LTDA - ME	AV BRIG. EDUARDO GOMES, 3803 - SALA 1	MECEJANA                                	474330-1	504	EXPOSITOR DE GARRAFAO 18X1              	1
